city,province,industry_code,industry,year,pilot_zone,pilot_year,post_pilot,years_since_pilot,ai_exposure_ex_ante,robot_compatibility,smart_factory_count,smart_factory_excellence_count,industrial_ai_patents,machine_vision_patents,robotics_patents,predictive_maintenance_patents,digital_twin_patents,quality_inspection_patents,process_control_patents,industrial_ai_procurement_count,industrial_ai_procurement_value,aid_equal_index,procurement_layer_status,source_coverage_flags
Dalian,Liaoning,precision_instruments,precision_instruments,2024,0,,0,,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,,-0.2618741702831131,pending,patents=1;smart_factories=0;procurement=pending
Dalian,Liaoning,shipbuilding,shipbuilding,2025,0,,0,,1.125,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.4639304816247823,pending,patents=0;smart_factories=1;procurement=pending
Danyang,Jiangsu,industrial_machinery,industrial_machinery,2024,0,,0,,1.5,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.0962446353538435,pending,patents=0;smart_factories=1;procurement=pending
Daye,Hubei,chemicals_and_petrochemicals,chemicals_and_petrochemicals,2024,0,,0,,1.25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.6845419893873456,pending,patents=0;smart_factories=1;procurement=pending
Dazhou,Sichuan,chemicals_and_petrochemicals,chemicals_and_petrochemicals,2025,0,,0,,1.25,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.6845419893873456,pending,patents=0;smart_factories=1;procurement=pending
Deyang,Sichuan,electrical_machinery,electrical_machinery,2024,0,,0,,1.25,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.07913710454750768,pending,patents=0;smart_factories=1;procurement=pending
Dezhou,Shandong,chemicals_and_petrochemicals,chemicals_and_petrochemicals,2024,0,,0,,1.25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.6845419893873456,pending,patents=0;smart_factories=1;procurement=pending
Dezhou,Shandong,steel_and_metals,steel_and_metals,2025,0,,0,,1.25,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.4394180918733864,pending,patents=0;smart_factories=1;procurement=pending
Dongguan,Guangdong,automotive_and_nev,automotive_and_nev,2017,0,,0,,1.75,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,0.22837362474480527,pending,patents=1;smart_factories=0;procurement=pending
Dongguan,Guangdong,batteries,batteries,2015,0,,0,,1.875,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,,0.2773984042475971,pending,patents=1;smart_factories=0;procurement=pending
Dongguan,Guangdong,chemicals_and_petrochemicals,chemicals_and_petrochemicals,2022,0,,0,,1.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,-0.45797328829428047,pending,patents=1;smart_factories=0;procurement=pending
Dongguan,Guangdong,electrical_machinery,electrical_machinery,2023,0,,0,,1.25,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,0.03227450673363792,pending,patents=1;smart_factories=0;procurement=pending
Dongguan,Guangdong,industrial_machinery,industrial_machinery,2025,0,,0,,1.5,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.17718666355309134,pending,patents=0;smart_factories=1;procurement=pending
Dongguan,Guangdong,pharmaceuticals,pharmaceuticals,2019,0,,0,,1.625,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,,-0.1393122215261335,pending,patents=1;smart_factories=0;procurement=pending
Dongguan,Guangdong,precision_instruments,precision_instruments,2020,0,,0,,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,,-0.2618741702831131,pending,patents=1;smart_factories=0;procurement=pending
Fangchenggang,Guangxi,steel_and_metals,steel_and_metals,2025,0,,0,,1.25,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.4394180918733864,pending,patents=0;smart_factories=1;procurement=pending
Foshan,Guangdong,chemicals_and_petrochemicals,chemicals_and_petrochemicals,2015,0,,0,,1.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,-0.45797328829428047,pending,patents=1;smart_factories=0;procurement=pending
Foshan,Guangdong,industrial_machinery,industrial_machinery,2024,0,,0,,1.5,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.0962446353538435,pending,patents=0;smart_factories=1;procurement=pending
Foshan,Guangdong,logistics_equipment,logistics_equipment,2022,0,,0,,1.25,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.03227450673363792,pending,patents=1;smart_factories=0;procurement=pending
Foshan,Guangdong,logistics_equipment,logistics_equipment,2023,0,,0,,1.25,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,0.03227450673363792,pending,patents=1;smart_factories=0;procurement=pending
Foshan,Guangdong,robotics,robotics,2016,0,,0,,1.625,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,0.17934884524201344,pending,patents=1;smart_factories=0;procurement=pending
Foshan,Guangdong,semiconductors,semiconductors,2024,0,,0,,1.875,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.2773984042475971,pending,patents=1;smart_factories=0;procurement=pending
Foshan,Guangdong,shipbuilding,shipbuilding,2017,0,,0,,1.125,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,,-0.2373617805317172,pending,patents=1;smart_factories=0;procurement=pending
Foshan,Guangdong,steel_and_metals,steel_and_metals,2019,0,,0,,1.25,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,-0.21284939078032128,pending,patents=1;smart_factories=0;procurement=pending
Fuzhou,Fujian,automotive_and_nev,automotive_and_nev,2020,0,,0,,1.75,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,0.22837362474480527,pending,patents=1;smart_factories=0;procurement=pending
Fuzhou,Fujian,batteries,batteries,2018,0,,0,,1.875,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,,0.2773984042475971,pending,patents=1;smart_factories=0;procurement=pending
Fuzhou,Fujian,electrical_machinery,electrical_machinery,2015,0,,0,,1.25,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,0.03227450673363792,pending,patents=1;smart_factories=0;procurement=pending
Fuzhou,Fujian,electrical_machinery,electrical_machinery,2017,0,,0,,1.25,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,0.03227450673363792,pending,patents=1;smart_factories=0;procurement=pending
Fuzhou,Fujian,industrial_machinery,industrial_machinery,2025,0,,0,,1.5,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.17718666355309134,pending,patents=0;smart_factories=1;procurement=pending
Fuzhou,Fujian,pharmaceuticals,pharmaceuticals,2022,0,,0,,1.625,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,,-0.1393122215261335,pending,patents=1;smart_factories=0;procurement=pending
Fuzhou,Fujian,precision_instruments,precision_instruments,2023,0,,0,,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,,-0.2618741702831131,pending,patents=1;smart_factories=0;procurement=pending
Fuzhou,Fujian,steel_and_metals,steel_and_metals,2025,0,,0,,1.25,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.4394180918733864,pending,patents=0;smart_factories=1;procurement=pending
Ganzhou,Jiangxi,industrial_machinery,industrial_machinery,2025,0,,0,,1.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.0962446353538435,pending,patents=0;smart_factories=1;procurement=pending
Golmud,Qinghai,batteries,batteries,2024,0,,0,,1.875,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.050829703154532,pending,patents=0;smart_factories=1;procurement=pending
Guangzhou,Guangdong,automotive_and_nev,automotive_and_nev,2025,1,2020.0,1,5.0,1.75,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.7522290033030534,pending,patents=0;smart_factories=1;procurement=pending
Guangzhou,Guangdong,batteries,batteries,2024,1,2020.0,1,4.0,1.875,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.854855502780939,pending,patents=0;smart_factories=1;procurement=pending
Guangzhou,Guangdong,chemicals_and_petrochemicals,chemicals_and_petrochemicals,2017,1,2020.0,0,-3.0,1.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,-0.45797328829428047,pending,patents=1;smart_factories=0;procurement=pending
Guangzhou,Guangdong,chemicals_and_petrochemicals,chemicals_and_petrochemicals,2024,1,2020.0,1,4.0,1.25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.14852478963640747,pending,patents=0;smart_factories=1;procurement=pending
Guangzhou,Guangdong,construction_machinery,construction_machinery,2016,1,2020.0,0,-4.0,0.875,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.286386560034509,pending,patents=1;smart_factories=0;procurement=pending
Guangzhou,Guangdong,construction_machinery,construction_machinery,2024,1,2020.0,1,4.0,0.875,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.1377432213019175,pending,patents=0;smart_factories=1;procurement=pending
Guangzhou,Guangdong,industrial_machinery,industrial_machinery,2024,1,2020.0,1,4.0,1.5,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1.093838602161152,pending,patents=0;smart_factories=1;procurement=pending
Guangzhou,Guangdong,industrial_machinery,industrial_machinery,2025,1,2020.0,1,5.0,1.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.5469760043472821,pending,patents=0;smart_factories=1;procurement=pending
Guangzhou,Guangdong,logistics_equipment,logistics_equipment,2024,1,2020.0,1,4.0,1.25,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.568291706484576,pending,patents=1;smart_factories=0;procurement=pending
Guangzhou,Guangdong,robotics,robotics,2018,1,2020.0,0,-2.0,1.625,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,0.17934884524201344,pending,patents=1;smart_factories=0;procurement=pending
Guangzhou,Guangdong,semiconductors,semiconductors,2015,1,2020.0,0,-5.0,1.875,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.2773984042475971,pending,patents=1;smart_factories=0;procurement=pending
Guangzhou,Guangdong,shipbuilding,shipbuilding,2019,1,2020.0,0,-1.0,1.125,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,,-0.2373617805317172,pending,patents=1;smart_factories=0;procurement=pending
Guangzhou,Guangdong,steel_and_metals,steel_and_metals,2021,1,2020.0,1,1.0,1.25,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,0.3231678089706168,pending,patents=1;smart_factories=0;procurement=pending
Guilin,Guangxi,electronics,electronics,2025,0,,0,,1.625,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.04721985585105165,pending,patents=0;smart_factories=1;procurement=pending
Guixi,Jiangxi,steel_and_metals,steel_and_metals,2024,0,,0,,1.25,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.4394180918733864,pending,patents=0;smart_factories=1;procurement=pending
Guiyang,Guizhou,chemicals_and_petrochemicals,chemicals_and_petrochemicals,2016,0,,0,,1.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,-0.45797328829428047,pending,patents=1;smart_factories=0;procurement=pending
Guiyang,Guizhou,construction_machinery,construction_machinery,2015,0,,0,,0.875,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.286386560034509,pending,patents=1;smart_factories=0;procurement=pending
Guiyang,Guizhou,electronics,electronics,2025,0,,0,,1.625,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.04721985585105165,pending,patents=0;smart_factories=1;procurement=pending
Guiyang,Guizhou,logistics_equipment,logistics_equipment,2023,0,,0,,1.25,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.03227450673363792,pending,patents=1;smart_factories=0;procurement=pending
Guiyang,Guizhou,logistics_equipment,logistics_equipment,2024,0,,0,,1.25,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,0.03227450673363792,pending,patents=1;smart_factories=0;procurement=pending
Guiyang,Guizhou,robotics,robotics,2017,0,,0,,1.625,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,0.17934884524201344,pending,patents=1;smart_factories=0;procurement=pending
Guiyang,Guizhou,shipbuilding,shipbuilding,2018,0,,0,,1.125,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,,-0.2373617805317172,pending,patents=1;smart_factories=0;procurement=pending
Guiyang,Guizhou,steel_and_metals,steel_and_metals,2020,0,,0,,1.25,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,-0.21284939078032128,pending,patents=1;smart_factories=0;procurement=pending
Haikou,Hainan,electrical_machinery,electrical_machinery,2024,0,,0,,1.25,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.19429419435942719,pending,patents=0;smart_factories=1;procurement=pending
Hanchuan,Hubei,electronics,electronics,2024,0,,0,,1.625,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.04721985585105165,pending,patents=0;smart_factories=1;procurement=pending
Handan,Hebei,industrial_machinery,industrial_machinery,2024,0,,0,,1.5,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.0962446353538435,pending,patents=0;smart_factories=1;procurement=pending
Handan,Hebei,steel_and_metals,steel_and_metals,2025,0,,0,,1.25,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.4394180918733864,pending,patents=0;smart_factories=1;procurement=pending
Hangzhou,Zhejiang,automotive_and_nev,automotive_and_nev,2023,1,2019.0,1,4.0,1.75,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,0.9787977043961185,pending,patents=1;smart_factories=0;procurement=pending
Hangzhou,Zhejiang,automotive_and_nev,automotive_and_nev,2025,1,2019.0,1,6.0,1.75,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.7522290033030534,pending,patents=0;smart_factories=1;procurement=pending
Hangzhou,Zhejiang,batteries,batteries,2021,1,2019.0,1,2.0,1.875,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,,1.0814242038740043,pending,patents=1;smart_factories=0;procurement=pending
Hangzhou,Zhejiang,chemicals_and_petrochemicals,chemicals_and_petrochemicals,2017,1,2019.0,0,-2.0,1.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,-0.45797328829428047,pending,patents=1;smart_factories=0;procurement=pending
Hangzhou,Zhejiang,electrical_machinery,electrical_machinery,2018,1,2019.0,0,-1.0,1.25,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,0.03227450673363792,pending,patents=1;smart_factories=0;procurement=pending
Hangzhou,Zhejiang,electrical_machinery,electrical_machinery,2020,1,2019.0,1,1.0,1.25,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,0.568291706484576,pending,patents=1;smart_factories=0;procurement=pending
Hangzhou,Zhejiang,industrial_machinery,industrial_machinery,2024,1,2019.0,1,5.0,1.5,2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1.9141324988819568,pending,patents=0;smart_factories=1;procurement=pending
Hangzhou,Zhejiang,industrial_machinery,industrial_machinery,2025,1,2019.0,1,6.0,1.5,2,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1.6407011999750216,pending,patents=0;smart_factories=1;procurement=pending
Hangzhou,Zhejiang,precision_instruments,precision_instruments,2015,1,2019.0,0,-4.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,,-0.2618741702831131,pending,patents=1;smart_factories=0;procurement=pending
Hangzhou,Zhejiang,textiles,textiles,2025,1,2019.0,1,6.0,0.125,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.6309402694122518,pending,patents=0;smart_factories=1;procurement=pending
Hanzhong,Shaanxi,industrial_machinery,industrial_machinery,2025,0,,0,,1.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.0962446353538435,pending,patents=0;smart_factories=1;procurement=pending
Harbin,Heilongjiang,automotive_and_nev,automotive_and_nev,2023,0,,0,,1.75,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,0.22837362474480527,pending,patents=1;smart_factories=0;procurement=pending
Harbin,Heilongjiang,batteries,batteries,2021,0,,0,,1.875,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,,0.2773984042475971,pending,patents=1;smart_factories=0;procurement=pending
Harbin,Heilongjiang,chemicals_and_petrochemicals,chemicals_and_petrochemicals,2017,0,,0,,1.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,-0.45797328829428047,pending,patents=1;smart_factories=0;procurement=pending
Harbin,Heilongjiang,chemicals_and_petrochemicals,chemicals_and_petrochemicals,2025,0,,0,,1.25,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.6845419893873456,pending,patents=0;smart_factories=1;procurement=pending
Harbin,Heilongjiang,electrical_machinery,electrical_machinery,2018,0,,0,,1.25,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,0.03227450673363792,pending,patents=1;smart_factories=0;procurement=pending
Harbin,Heilongjiang,electrical_machinery,electrical_machinery,2020,0,,0,,1.25,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,0.03227450673363792,pending,patents=1;smart_factories=0;procurement=pending
Harbin,Heilongjiang,industrial_machinery,industrial_machinery,2025,0,,0,,1.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.0962446353538435,pending,patents=0;smart_factories=1;procurement=pending
Harbin,Heilongjiang,precision_instruments,precision_instruments,2015,0,,0,,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,,-0.2618741702831131,pending,patents=1;smart_factories=0;procurement=pending
Harbin,Heilongjiang,precision_instruments,precision_instruments,2024,0,,0,,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.4884428713761782,pending,patents=0;smart_factories=1;procurement=pending
Hefei,Anhui,chemicals_and_petrochemicals,chemicals_and_petrochemicals,2015,1,2019.0,0,-4.0,1.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,-0.45797328829428047,pending,patents=1;smart_factories=0;procurement=pending
Hefei,Anhui,electronics,electronics,2024,1,2019.0,1,5.0,1.625,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.6496025038251678,pending,patents=0;smart_factories=1;procurement=pending
Hefei,Anhui,electronics,electronics,2025,1,2019.0,1,6.0,1.625,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.6496025038251678,pending,patents=0;smart_factories=1;procurement=pending
Hefei,Anhui,food_processing,food_processing,2025,1,2019.0,1,6.0,0.5,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.47013510948697035,pending,patents=0;smart_factories=1;procurement=pending
Hefei,Anhui,industrial_machinery,industrial_machinery,2024,1,2019.0,1,5.0,1.5,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.5469760043472821,pending,patents=0;smart_factories=1;procurement=pending
Hefei,Anhui,industrial_machinery,industrial_machinery,2025,1,2019.0,1,6.0,1.5,2,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1.093838602161152,pending,patents=0;smart_factories=1;procurement=pending
Hefei,Anhui,logistics_equipment,logistics_equipment,2022,1,2019.0,1,3.0,1.25,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.568291706484576,pending,patents=1;smart_factories=0;procurement=pending
Hefei,Anhui,logistics_equipment,logistics_equipment,2023,1,2019.0,1,4.0,1.25,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,0.568291706484576,pending,patents=1;smart_factories=0;procurement=pending
Hefei,Anhui,non_metallic_minerals,non_metallic_minerals,2024,1,2019.0,1,5.0,0.375,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.5237368294620641,pending,patents=0;smart_factories=1;procurement=pending
Hefei,Anhui,robotics,robotics,2016,1,2019.0,0,-3.0,1.625,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,0.17934884524201344,pending,patents=1;smart_factories=0;procurement=pending
Hefei,Anhui,semiconductors,semiconductors,2024,1,2019.0,1,5.0,1.875,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1.0814242038740043,pending,patents=1;smart_factories=0;procurement=pending
Hefei,Anhui,semiconductors,semiconductors,2025,1,2019.0,1,6.0,1.875,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.854855502780939,pending,patents=0;smart_factories=1;procurement=pending
Hefei,Anhui,shipbuilding,shipbuilding,2017,1,2019.0,0,-2.0,1.125,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,,-0.2373617805317172,pending,patents=1;smart_factories=0;procurement=pending
Hefei,Anhui,steel_and_metals,steel_and_metals,2019,1,2019.0,1,0.0,1.25,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,0.3231678089706168,pending,patents=1;smart_factories=0;procurement=pending
Hengshui,Hebei,industrial_machinery,industrial_machinery,2025,0,,0,,1.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.0962446353538435,pending,patents=0;smart_factories=1;procurement=pending
Hengyang,Hunan,electrical_machinery,electrical_machinery,2025,0,,0,,1.25,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.19429419435942719,pending,patents=0;smart_factories=1;procurement=pending
Hohhot,Inner Mongolia,chemicals_and_petrochemicals,chemicals_and_petrochemicals,2023,0,,0,,1.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,-0.45797328829428047,pending,patents=1;smart_factories=0;procurement=pending
Hohhot,Inner Mongolia,chemicals_and_petrochemicals,chemicals_and_petrochemicals,2024,0,,0,,1.25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.6845419893873456,pending,patents=0;smart_factories=1;procurement=pending
Hohhot,Inner Mongolia,construction_machinery,construction_machinery,2022,0,,0,,0.875,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.286386560034509,pending,patents=1;smart_factories=0;procurement=pending
Hohhot,Inner Mongolia,industrial_machinery,industrial_machinery,2025,0,,0,,1.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.0962446353538435,pending,patents=0;smart_factories=1;procurement=pending
Hohhot,Inner Mongolia,logistics_equipment,logistics_equipment,2019,0,,0,,1.25,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.03227450673363792,pending,patents=1;smart_factories=0;procurement=pending
Hohhot,Inner Mongolia,logistics_equipment,logistics_equipment,2020,0,,0,,1.25,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,0.03227450673363792,pending,patents=1;smart_factories=0;procurement=pending
Hohhot,Inner Mongolia,robotics,robotics,2024,0,,0,,1.625,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,0.17934884524201344,pending,patents=1;smart_factories=0;procurement=pending
Hohhot,Inner Mongolia,semiconductors,semiconductors,2021,0,,0,,1.875,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.2773984042475971,pending,patents=1;smart_factories=0;procurement=pending
Hohhot,Inner Mongolia,steel_and_metals,steel_and_metals,2016,0,,0,,1.25,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,-0.21284939078032128,pending,patents=1;smart_factories=0;procurement=pending
Huai'an,Jiangsu,electronics,electronics,2025,0,,0,,1.625,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.04721985585105165,pending,patents=0;smart_factories=1;procurement=pending
Huangshi,Hubei,industrial_machinery,industrial_machinery,2025,0,,0,,1.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.0962446353538435,pending,patents=0;smart_factories=1;procurement=pending
Huangshi,Hubei,non_metallic_minerals,non_metallic_minerals,2024,0,,0,,0.375,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.6845419893873456,pending,patents=0;smart_factories=1;procurement=pending
Huangshi,Hubei,steel_and_metals,steel_and_metals,2024,0,,0,,1.25,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.4394180918733864,pending,patents=0;smart_factories=1;procurement=pending
Huizhou,Guangdong,batteries,batteries,2024,0,,0,,1.875,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.050829703154532,pending,patents=0;smart_factories=1;procurement=pending
Huizhou,Guangdong,chemicals_and_petrochemicals,chemicals_and_petrochemicals,2019,0,,0,,1.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,-0.45797328829428047,pending,patents=1;smart_factories=0;procurement=pending
Huizhou,Guangdong,construction_machinery,construction_machinery,2018,0,,0,,0.875,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.286386560034509,pending,patents=1;smart_factories=0;procurement=pending
Huizhou,Guangdong,logistics_equipment,logistics_equipment,2015,0,,0,,1.25,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.03227450673363792,pending,patents=1;smart_factories=0;procurement=pending
Huizhou,Guangdong,logistics_equipment,logistics_equipment,2016,0,,0,,1.25,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,0.03227450673363792,pending,patents=1;smart_factories=0;procurement=pending
Huizhou,Guangdong,robotics,robotics,2020,0,,0,,1.625,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,0.17934884524201344,pending,patents=1;smart_factories=0;procurement=pending
Huizhou,Guangdong,semiconductors,semiconductors,2017,0,,0,,1.875,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.2773984042475971,pending,patents=1;smart_factories=0;procurement=pending
Huizhou,Guangdong,shipbuilding,shipbuilding,2021,0,,0,,1.125,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,,-0.2373617805317172,pending,patents=1;smart_factories=0;procurement=pending
